ID_REGISTRO, OPERADOR, SONDA, TECN, AMBITO, CLASE, PLAN, VEL_CONT_B, VEL_CONT_S, CAT, LAT, VB, VS, JIT, PP, FECHA
1, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.472, 4.38893346983724, .85207300793348, .1926, 0, 2024-01-01 12:06:02
2, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.689, 4.64700199257991, .85261454255008, .2598, 0, 2024-01-01 12:26:02
3, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.560, 4.61334659013890, .85278334185568, .3639, 0, 2024-01-01 12:46:01
4, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.291, 4.72721036584535, .85294945027382, .3750, 0, 2024-01-01 13:06:01
5, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.807, 4.75500519439412, .85057563024610, .3658, 0, 2024-01-01 13:26:02
6, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.574, 4.66979169138585, .85385157964123, 1.2466, 0, 2024-01-01 13:46:01
7, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.276, 4.81748179229024, .85380550610895, .2292, 0, 2024-01-01 14:06:02
8, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.421, 4.60196337532427, .85300503670744, .1939, 0, 2024-01-01 14:26:02
9, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.801, 4.49944350168828, .85382384106996, .2430, 0, 2024-01-01 14:46:01
10, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.236, 4.59264261426639, .85327940375483, 1.2416, 0, 2024-01-01 15:06:01
11, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.932, 4.68596700751146, .85103066574358, .1962, 0, 2024-01-01 15:26:01
12, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.721, 4.68334652152541, .85371792380653, .1674, 0, 2024-01-01 15:46:02
13, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.528, 4.90786195277124, .85322693974632, .2301, 0, 2024-01-01 16:06:01
14, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.202, 4.80854019669287, .85247717453809, .1672, 0, 2024-01-01 16:26:01
15, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.625, 4.76672897918349, .85287316395761, .1721, 0, 2024-01-01 16:46:01
16, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.392, 4.46523255296073, .85367796370811, .2928, 0, 2024-01-01 17:06:02
17, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.216, 4.81895044120783, .85158853708738, .1675, 0, 2024-01-01 17:26:01
18, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 28.741, 4.52918673942226, .85279710232708, .2600, 0, 2024-01-01 17:46:02
19, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.263, 4.51173520106154, .85303235165658, .1955, 0, 2024-01-01 18:06:01
20, COTES, 100001, ADSL, 1, 2, D-Extra 6, 6, 1, 1, 27.439, 4.67884004338483, .85151596170869, .1823, 0, 2024-01-01 18:26:02
