fecha_reg, id_sonda, fecha, hora, download, upload, latencia, perdida, jitter, estado
2020-04-01 12:00:00, 100001, 1042020, 1200, 6381386.704, 916402.3496, 14.395, 0, .5301, 1
2020-04-01 12:20:00, 100001, 1042020, 1220, 6044452.745, 910461.4688, 12.779, 0, .589, 1
2020-04-01 12:40:00, 100001, 1042020, 1240, 6483781.771, 906186.153, 12.329, 0, .7264, 1
2020-04-01 13:00:00, 100001, 1042020, 1300, 6197923.725, 917517.5443, 12.893, 0, .2187, 1
2020-04-01 13:20:00, 100001, 1042020, 1320, 6615851.678, 901863.2146, 14.858, 0, .3036, 1
2020-04-01 13:40:00, 100001, 1042020, 1340, 6564731.667, 904035.4472, 14.822, 0, .3477, 1
2020-04-01 14:00:00, 100001, 1042020, 1400, 642512.705, 916455.5574, 13.298, 0, .6962, 1
2020-04-01 14:20:00, 100001, 1042020, 1420, 6121687.772, 901614.3425, 14.891, 0, .1472, 1
2020-04-01 14:40:00, 100001, 1042020, 1440, 6266078.651, 918375.5593, 14.404, 0, .2339, 1
2020-04-01 15:00:00, 100001, 1042020, 1500, 6025704.671, 903107.2717, 13.285, 0, .249, 1
2020-04-01 15:20:00, 100001, 1042020, 1520, 6416516.707, 910325.4215, 13.666, 0, .4705, 1
2020-04-01 15:40:00, 100001, 1042020, 1540, 6632415.764, 907627.2877, 12.464, 0, .3586, 1
2020-04-01 16:00:00, 100001, 1042020, 1600, 6606942.795, 902053.706, 14.192, 0, .1918, 1
2020-04-01 16:20:00, 100001, 1042020, 1620, 6585529.764, 912311.5111, 13.878, 0, .6977, 1
2020-04-01 16:40:00, 100001, 1042020, 1640, 6467007.728, 912881.2255, 13.26, 0, .3174, 1
2020-04-01 17:00:00, 100001, 1042020, 1700, 622346.796, 908809.4259, 12.449, 0, .5758, 1
2020-04-01 17:20:00, 100001, 1042020, 1720, 6597726.681, 915213.4499, 12.206, 0, .7423, 1
2020-04-01 17:40:00, 100001, 1042020, 1740, 6333321.724, 914414.3429, 13.367, 0, .6767, 1
2020-04-01 18:00:00, 100001, 1042020, 1800, 6210457.838, 904838.6233, 13.819, 0, .561, 1
2020-04-01 18:20:00, 100001, 1042020, 1820, 6516294.853, 907951.6596, 12.317, 0, .6739, 1
2020-04-01 18:40:00, 100001, 1042020, 1840, 6620014.802, 918773.2369, 14.468, 0, .4071, 1
2020-04-01 19:00:00, 100001, 1042020, 1900, 6089963.81, 90558.1985, 13.393, 0, .2759, 1
2020-04-01 19:20:00, 100001, 1042020, 1920, 6539144.697, 908079.3984, 14.781, 0, .5589, 1
2020-04-01 19:40:00, 100001, 1042020, 1940, 6428248.665, 915041.6662, 12.838, 0, .6172, 1
2020-04-01 20:00:00, 100001, 1042020, 2000, 6230675.803, 90825.18, 14.513, 0, .7032, 1
2020-04-01 20:20:00, 100001, 1042020, 2020, 6119313.757, 903133.412, 14.228, 0, .7987, 1
2020-04-01 20:40:00, 100001, 1042020, 2040, 6437817.816, 915298.2722, 14.879, 0, .4395, 1
2020-04-01 21:00:00, 100001, 1042020, 2100, 6052707.714, 910433.6563, 13.773, 0, .5331, 1
2020-04-01 21:20:00, 100001, 1042020, 2120, 6162278.732, 90746.2144, 14.841, 0, .6548, 1
2020-04-01 21:40:00, 100001, 1042020, 2140, 6202016.733, 907036.3853, 13.266, 0, .3247, 1
2020-04-01 22:00:00, 100001, 1042020, 2200, 6211852.734, 91886.566, 13.923, 0, .377, 1
2020-04-02 12:00:00, 100001, 2042020, 1200, 6324365.713, 910907.6543, 13.398, 0, .341, 1
2020-04-02 12:20:00, 100001, 2042020, 1220, 6330036.781, 911395.2807, 12.804, 0, .1495, 1
2020-04-02 12:40:00, 100001, 2042020, 1240, 6110778.811, 918667.4142, 12.784, 0, .803, 1
2020-04-02 13:00:00, 100001, 2042020, 1300, 626882.767, 918316.2099, 13.753, 0, .2351, 1
2020-04-02 13:20:00, 100001, 2042020, 1320, 6218359.825, 908066.4492, 14.761, 0, .6562, 1
2020-04-02 13:40:00, 100001, 2042020, 1340, 607581.854, 908281.1675, 14.347, 0, .5497, 1
2020-04-02 14:00:00, 100001, 2042020, 1400, 6619241.706, 917888.2477, 13.9, 0, .2892, 1
2020-04-02 14:20:00, 100001, 2042020, 1420, 6385488.823, 916146.3945, 12.394, 0, .5862, 1
2020-04-02 14:40:00, 100001, 2042020, 1440, 6411605.713, 90758.6405, 12.148, 0, .5764, 1
2020-04-02 15:00:00, 100001, 2042020, 1500, 6034224.854, 913723.1655, 13.776, 0, .7959, 1
2020-04-02 15:20:00, 100001, 2042020, 1520, 6500053.727, 908896.5046, 13.908, 0, .3475, 1
2020-04-02 15:40:00, 100001, 2042020, 1540, 6389686.803, 909817.3275, 13.876, 0, .1482, 1
2020-04-02 16:00:00, 100001, 2042020, 1600, 6074836.711, 909981.3183, 13.903, 0, .3323, 1
2020-04-02 16:20:00, 100001, 2042020, 1620, 6167178.751, 916583.5974, 14.128, 0, .7158, 1
2020-04-02 16:40:00, 100001, 2042020, 1640, 6475557.73, 915566.4316, 13.116, 0, .6885, 1
2020-04-02 17:00:00, 100001, 2042020, 1700, 631139.836, 909544.331, 12.173, 0, .2731, 1
2020-04-02 17:20:00, 100001, 2042020, 1720, 6376063.76, 907641.3832, 13.591, 0, .435, 1
2020-04-02 17:40:00, 100001, 2042020, 1740, 6659092.845, 910598.4963, 12.923, 0, .7723, 1
2020-04-02 18:00:00, 100001, 2042020, 1800, 6621682.735, 917222.2709, 13.463, 0, .6263, 1
2020-04-02 18:20:00, 100001, 2042020, 1820, 6489622.697, 912589.5473, 13.105, 0, .2001, 1
2020-04-02 18:40:00, 100001, 2042020, 1840, 6563961.73, 91364.5291, 14.575, 12, .5364, 1
2020-04-02 19:00:00, 100001, 2042020, 1900, 660258.766, 910221.6075, 14.802, 0, .7225, 1
2020-04-02 19:20:00, 100001, 2042020, 1920, 6523349.662, 903588.4464, 13.333, 0, .5837, 1
2020-04-02 19:40:00, 100001, 2042020, 1940, 6488444.721, 901884.5341, 13.763, 0, .4112, 1
2020-04-02 20:00:00, 100001, 2042020, 2000, 6569154.741, 905138.6797, 12.681, 0, .6885, 1
2020-04-02 20:20:00, 100001, 2042020, 2020, 6402887.837, 912736.3409, 14.692, 0, .3935, 1
2020-04-02 20:40:00, 100001, 2042020, 2040, 6560625.706, 903104.5777, 14.513, 0, .7789, 1
2020-04-02 21:00:00, 100001, 2042020, 2100, 6397567.691, 909136.2306, 12.491, 0, .2395, 1
2020-04-02 21:20:00, 100001, 2042020, 2120, 6555105.738, 912649.524, 13.272, 0, .6071, 1
2020-04-02 21:40:00, 100001, 2042020, 2140, 6053645.827, 910512.6367, 14.82, 0, .1546, 1
2020-04-02 22:00:00, 100001, 2042020, 2200, 6230993.664, 904066.2331, 14.241, 0, .2316, 1
2020-04-03 12:00:00, 100001, 3042020, 1200, 6418007.655, 905796.2951, 12.698, 0, .3082, 1
2020-04-03 12:20:00, 100001, 3042020, 1220, 6177102.701, 910666.2913, 13.424, 0, .7791, 1
2020-04-03 12:40:00, 100001, 3042020, 1240, 6396863.761, 915452.3681, 13.85, 0, .4862, 1
2020-04-03 13:00:00, 100001, 3042020, 1300, 662007.792, 902162.1816, 13.228, 0, .6883, 1
2020-04-03 13:20:00, 100001, 3042020, 1320, 6374209.731, 916348.2873, 13.606, 0, .76, 1
2020-04-03 13:40:00, 100001, 3042020, 1340, 6269125.658, 914791.136, 14.133, 0, .6345, 1
2020-04-03 14:00:00, 100001, 3042020, 1400, 6462796.754, 909066.6433, 14.68, 0, .5342, 1
2020-04-03 14:20:00, 100001, 3042020, 1420, 6299273.76, 911705.5824, 13.315, 0, .5237, 1
2020-04-03 14:40:00, 100001, 3042020, 1440, 626985.798, 907221.4, 14.186, 0, .2451, 1
2020-04-03 15:00:00, 100001, 3042020, 1500, 6195429.804, 917337.4638, 12.122, 0, .7024, 1
2020-04-03 15:20:00, 100001, 3042020, 1520, 6148876.778, 915074.4315, 13.867, 0, .3831, 1
2020-04-03 15:40:00, 100001, 3042020, 1540, 6209443.692, 915524.4042, 14.697, 0, .6042, 1
2020-04-03 16:00:00, 100001, 3042020, 1600, 6580235.824, 90167.1688, 14.457, 0, .6173, 1
2020-04-03 16:20:00, 100001, 3042020, 1620, 6141888.769, 911555.1268, 14.835, 0, .2478, 1
2020-04-03 16:40:00, 100001, 3042020, 1640, 6099524.848, 902505.16, 12.377, 0, .2024, 1
2020-04-03 17:00:00, 100001, 3042020, 1700, 6125017.773, 918385.2084, 13.712, 0, .2238, 1
2020-04-03 17:20:00, 100001, 3042020, 1720, 6463678.659, 904246.5394, 12.792, 0, .1451, 1
2020-04-03 17:40:00, 100001, 3042020, 1740, 6578454.814, 916116.3535, 13.721, 0, .8, 1
2020-04-03 18:00:00, 100001, 3042020, 1800, 6535239.773, 913379.1585, 13.636, 0, .6176, 1
2020-04-03 18:20:00, 100001, 3042020, 1820, 6624079.764, 906415.3481, 14.865, 0, .5603, 1
2020-04-03 18:40:00, 100001, 3042020, 1840, 6646902.79, 903459.533, 14.602, 0, .1416, 1
2020-04-03 19:00:00, 100001, 3042020, 1900, 6162923.774, 910007.4895, 13.123, 0, .191, 1
2020-04-03 19:20:00, 100001, 3042020, 1920, 620167.774, 916351.58, 13.226, 0, .7705, 1
2020-04-03 19:40:00, 100001, 3042020, 1940, 6636926.838, 916523.4138, 12.326, 0, .3865, 1
2020-04-03 20:00:00, 100001, 3042020, 2000, 650046.761, 917603.2524, 14.768, 0, .6544, 1
2020-04-03 20:20:00, 100001, 3042020, 2020, 6028955.685, 91914.617, 12.373, 0, .2143, 1
2020-04-03 20:40:00, 100001, 3042020, 2040, 6032624.772, 902374.5468, 14.389, 0, .7148, 1
2020-04-03 21:00:00, 100001, 3042020, 2100, 6122532.712, 906466.2232, 12.282, 0, .3164, 1
2020-04-03 21:20:00, 100001, 3042020, 2120, 6181465.846, 904533.2366, 12.792, 0, .6421, 1
2020-04-03 21:40:00, 100001, 3042020, 2140, 6231491.809, 910905.5411, 13.772, 0, .4687, 1
2020-04-03 22:00:00, 100001, 3042020, 2200, 6164969.734, 901854.1242, 13.657, 0, .1743, 1
2020-04-04 12:00:00, 100001, 4042020, 1200, 6260751.847, 911511.3986, 13.831, 0, .7102, 1
2020-04-04 12:20:00, 100001, 4042020, 1220, 6383882.742, 906037.5226, 13.469, 0, .5606, 1
2020-04-04 12:40:00, 100001, 4042020, 1240, 6146628.846, 906672.1901, 12.536, 0, .4918, 1
2020-04-04 13:00:00, 100001, 4042020, 1300, 6522572.672, 909781.5698, 12.528, 0, .3936, 1
2020-04-04 13:20:00, 100001, 4042020, 1320, 6597805.669, 912728.1577, 13.543, 0, .3737, 1
2020-04-04 13:40:00, 100001, 4042020, 1340, 6145045.796, 905105.2778, 13.902, 0, .297, 1
2020-04-04 14:00:00, 100001, 4042020, 1400, 6279538.663, 913289.2726, 13.46, 0, .6098, 1
2020-04-04 14:20:00, 100001, 4042020, 1420, 6063824.785, 90835.5161, 13.422, 0, .4005, 1
2020-04-04 14:40:00, 100001, 4042020, 1440, 6314421.655, 903093.6325, 13.827, 0, .791, 1
2020-04-04 15:00:00, 100001, 4042020, 1500, 6171068.822, 919048.6534, 12.505, 0, .5123, 1
2020-04-04 15:20:00, 100001, 4042020, 1520, 6551795.775, 910752.35, 13.454, 0, .3287, 1
2020-04-04 15:40:00, 100001, 4042020, 1540, 606580.767, 907758.1209, 13.296, 0, .6003, 1
2020-04-04 16:00:00, 100001, 4042020, 1600, 604113.77, 914869.2396, 13.352, 0, .4318, 1
2020-04-04 16:20:00, 100001, 4042020, 1620, 6541381.779, 907765.5384, 13.677, 0, .1695, 1
2020-04-04 16:40:00, 100001, 4042020, 1640, 6343222.801, 914202.2607, 12.855, 0, .4567, 1
2020-04-04 17:00:00, 100001, 4042020, 1700, 6347172.757, 906583.1288, 14.719, 0, .3366, 1
2020-04-04 17:20:00, 100001, 4042020, 1720, 6573365.692, 903728.2803, 14.714, 0, .6336, 1
2020-04-04 17:40:00, 100001, 4042020, 1740, 6318062.716, 916844.2784, 12.251, 0, .1487, 1
2020-04-04 18:00:00, 100001, 4042020, 1800, 6510024.703, 901578.1672, 13.918, 0, .26, 1
2020-04-04 18:20:00, 100001, 4042020, 1820, 6148873.694, 911158.4037, 13.108, 0, .1791, 1
2020-04-04 18:40:00, 100001, 4042020, 1840, 6519287.7, 905188.4762, 14.379, 0, .1566, 1
2020-04-04 19:00:00, 100001, 4042020, 1900, 6559146.656, 914795.4365, 14.814, 0, .2977, 1
2020-04-04 19:20:00, 100001, 4042020, 1920, 6440189.684, 908392.2489, 12.781, 0, .227, 1
2020-04-04 19:40:00, 100001, 4042020, 1940, 6602806.837, 912101.2836, 12.607, 0, .3455, 1
2020-04-04 20:00:00, 100001, 4042020, 2000, 605787.839, 918686.5309, 13.817, 0, .3457, 1
2020-04-04 20:20:00, 100001, 4042020, 2020, 6142694.738, 901535.6365, 13.708, 0, .4808, 1
2020-04-04 20:40:00, 100001, 4042020, 2040, 6113733.804, 90603.4685, 12.722, 0, .7821, 1
2020-04-04 21:00:00, 100001, 4042020, 2100, 6201082.677, 916284.1488, 14.684, 0, .3606, 1
2020-04-04 21:20:00, 100001, 4042020, 2120, 6587176.769, 913678.5287, 14.712, 0, .2464, 1
2020-04-04 21:40:00, 100001, 4042020, 2140, 6190663.832, 901643.4183, 14.83, 0, .8073, 1
2020-04-04 22:00:00, 100001, 4042020, 2200, 6410996.716, 902132.6048, 13.55, 0, .429, 1
2020-04-05 12:00:00, 100001, 5042020, 1200, 6111104.76, 903351.6576, 12.423, 0, .168, 1
2020-04-05 12:20:00, 100001, 5042020, 1220, 6148008.82, 906368.3622, 13.923, 0, .639, 1
2020-04-05 12:40:00, 100001, 5042020, 1240, 6279163.675, 916805.5908, 14.776, 0, .2489, 1
